manufacturer,product_code,name_en,name_zh,facestock_en,facestock_zh,adhesive_en,adhesive_zh,application_en,application_zh,industries,features_en,features_zh,benefits_en,benefits_zh,temperature_performance,certifications,tds_url,catalog_url,data_status,sources,last_verified,tds_local_path
LINTEC,FD8230,Variable information printing labelstock for direct thermal printing FD8230,直接热敏打印用可变信息打印标签材料 FD8230,PP based syntetic paper (White),PP基合成纸（白色）,Special high adhesion,特殊高粘型,"POS labels, distribution and transport labels, and process control labels printed with direct thermal printers",直接热敏打印机打印的POS标签、物流运输标签和过程管理标签,Logistics | Retail,Low temperature use (ex. frozen food etc.) | Excellent printability and sensitivity characteristics,低温环境使用（如冷冻食品等） | 打印适性和感度特性优异,,,,,https://www.lintec-global.com/products/label/variable/direct_thermal.html,https://www.lintec-global.com/products/label/variable/direct_thermal.html,verified,https://www.lintec-global.com/products/label/variable/direct_thermal.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,"FNS bright(B), TE bright(B), HLS bright(B)","UL/cUL recognized labelstock — FNS bright(B), TE bright(B), HLS bright(B)","UL/cUL认证标签材料 — FNS bright(B), TE bright(B), HLS bright(B)","Polyester (PET) film, bright (B), 25–250 µm",聚酯（PET）薄膜，高亮（B），25～250µm,PAT1・PAT1E (adhesive code as printed),PAT1・PAT1E（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. a3++5B#** | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338",基本目录编号 a3++5B#** | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338,,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,"FNS matt(M), TE matt(M), HLS matt(M)","UL/cUL recognized labelstock — FNS matt(M), TE matt(M), HLS matt(M)","UL/cUL认证标签材料 — FNS matt(M), TE matt(M), HLS matt(M)","Polyester (PET) film, matt (M), 25–250 µm",聚酯（PET）薄膜，亚光（M），25～250µm,PAT1・PAT1E (adhesive code as printed),PAT1・PAT1E（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. a4++5B#** | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338",基本目录编号 a4++5B#** | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338,,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,"FNG bright(B), HLG bright(B)","UL/cUL recognized labelstock — FNG bright(B), HLG bright(B)","UL/cUL认证标签材料 — FNG bright(B), HLG bright(B)","Polyester (PET) film, bright (B), 25–250 µm",聚酯（PET）薄膜，高亮（B），25～250µm,PAT1・PAT1E (adhesive code as printed),PAT1・PAT1E（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. a5++5B#** | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338",基本目录编号 a5++5B#** | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338,,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,"White matt PET G23(k), K24(k)","UL/cUL recognized labelstock — White matt PET G23(k), K24(k)","UL/cUL认证标签材料 — White matt PET G23(k), K24(k)","White matt polyester (PET) film, 25–100 µm",白色亚光聚酯（PET）薄膜，25～100µm,PAT1・PAT1E (adhesive code as printed),PAT1・PAT1E（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. 4815B#* | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338",基本目录编号 4815B#* | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338,,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,White gloss PET,UL/cUL recognized labelstock — White gloss PET,UL/cUL认证标签材料 — White gloss PET,"White gloss polyester (PET) film, 25–100 µm",白色高光聚酯（PET）薄膜，25～100µm,PAT1・PAT1E (adhesive code as printed),PAT1・PAT1E（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. 4825B#* | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338",基本目录编号 4825B#* | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338,,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,"PET (clear, matt)","UL/cUL recognized labelstock — PET (clear, matt)","UL/cUL认证标签材料 — PET (clear, matt)","Polyester (PET) film (clear, matt); labelstock 25–100 µm, over-laminate 16–75 µm",聚酯（PET）薄膜（透明、亚光）；标签材料25～100µm，覆膜16～75µm,NPL / PAT1・PAT1E (adhesive code as printed),NPL / PAT1・PAT1E（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. 3b++5A#* (NPL), 3b++5B#* (PAT1・PAT1E); over-laminate 3b++5A#c (NPL, 16–75 µm) | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338","基本目录编号 3b++5A#* (NPL), 3b++5B#* (PAT1・PAT1E); 覆膜 3b++5A#c (NPL, 16–75 µm) | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338",,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,PETWH (white),UL/cUL recognized labelstock — PETWH (white),UL/cUL认证标签材料 — PETWH (white),"White polyester (PET) film (PETWH), 38–100 µm",白色聚酯（PET）薄膜（PETWH），38～100µm,PAT1・PAT1E / M4 / PA10 (adhesive code as printed),PAT1・PAT1E / M4 / PA10（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. 46++5B#* (PAT1・PAT1E), 46++5F#* (M4), 4615C#(i) (PA10) | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338","基本目录编号 46++5B#* (PAT1・PAT1E), 46++5F#* (M4), 4615C#(i) (PA10) | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338",,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,"Yupo UV, Yupo SG, Yupo VES","UL/cUL recognized labelstock — Yupo UV, Yupo SG, Yupo VES","UL/cUL认证标签材料 — Yupo UV, Yupo SG, Yupo VES","Yupo synthetic paper (Yupo UV, Yupo SG, Yupo VES), 80–110 µm",Yupo合成纸（Yupo UV、Yupo SG、Yupo VES），80～110µm,PAT1・PAT1E / M4 (Yupo UV only) (adhesive code as printed),PAT1・PAT1E / M4 (Yupo UV only)（页面所载胶粘剂代号）,"UL/CUL certified labelstock for name-plates and indications that possess important information such as instructions, explanations, and identifications",UL/CUL认证标签材料，用于承载说明、解释、标识等重要信息的铭板和指示标签,Industrial | Electronics,"Basic catalogue No. 70+5B#d (PAT1・PAT1E), 7015F#d (Yupo UV with M4) | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338","基本目录编号 70+5B#d (PAT1・PAT1E), 7015F#d (Yupo UV with M4) | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338",,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/,2026-07-03,
LINTEC,PET (F-matt),UL/cUL recognized over-laminate film — PET (F-matt),UL/cUL认证覆膜（Over-laminate）薄膜 — PET (F-matt),"Polyester (PET) film (F-matt), 25 µm",聚酯（PET）薄膜（F-matt），25µm,NPL (adhesive code as printed),NPL（页面所载胶粘剂代号）,Over-lamination of printed labels for protection of the printed surface; UL/CUL certified over-laminate material,印刷标签的覆膜保护，保护印刷面；UL/CUL认证覆膜材料,Industrial | Electronics,"Basic catalogue No. 3405A#25 | Over-laminate material | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338",基本目录编号 3405A#25 | 覆膜（Over-laminate）材料 | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338,,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/ | https://www.lintec-global.com/products/label/labelstocks/laminate/,2026-07-03,
LINTEC,"PP (clear, matt)","UL/cUL recognized over-laminate film — PP (clear, matt)","UL/cUL认证覆膜（Over-laminate）薄膜 — PP (clear, matt)","Polypropylene (PP) film (clear, matt), 20–60 µm; only in combination with Yupo materials",聚丙烯（PP）薄膜（透明、亚光），20～60µm；仅与Yupo材料组合使用,NPL (adhesive code as printed),NPL（页面所载胶粘剂代号）,Over-lamination of printed labels for protection of the printed surface; UL/CUL certified over-laminate material,印刷标签的覆膜保护，保护印刷面；UL/CUL认证覆膜材料,Industrial | Electronics,"Basic catalogue No. 6105A#e | Over-laminate material | Listed under LINTEC's UL969 (Marking and labelling system) recognition: Labelstock PGGU2 (UL) / PGGU8 (CUL), file No. MH14023; Labels for printing PGJI2 (UL) / PGJI8 (CUL), file No. MH18338",基本目录编号 6105A#e | 覆膜（Over-laminate）材料 | 列于LINTEC的UL969（标记与标签系统）认证：标签材料 PGGU2（UL）/ PGGU8（CUL），档案号MH14023；可打印标签 PGJI2（UL）/ PGJI8（CUL），档案号MH18338,,,,UL 969 | cUL,https://www.lintec-global.com/products/label/ul_cul/,https://www.lintec-global.com/products/label/ul_cul/,verified,https://www.lintec-global.com/products/label/ul_cul/ | https://www.lintec-global.com/products/label/labelstocks/laminate/,2026-07-03,
LINTEC,TL-201,Nonwoven Fabric Base Series — Single-sided release paper type TL-201,无纺布基材系列——单面离型纸型 TL-201,Nonwoven fabric base,无纺布基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Single-sided release paper type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；单面离型纸型,Industrial | Automotive | Electronics,"Nonwoven Fabric Base Series, Single-sided release paper type",无纺布基材系列，单面离型纸型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-201.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-202,Nonwoven Fabric Base Series — Single-sided release paper type TL-202,无纺布基材系列——单面离型纸型 TL-202,Nonwoven fabric base,无纺布基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Single-sided release paper type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；单面离型纸型,Industrial | Automotive | Electronics,"Nonwoven Fabric Base Series, Single-sided release paper type",无纺布基材系列，单面离型纸型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-202.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-205,Nonwoven Fabric Base Series — Single-sided release paper type TL-205,无纺布基材系列——单面离型纸型 TL-205,Nonwoven fabric base,无纺布基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Single-sided release paper type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；单面离型纸型,Industrial | Automotive | Electronics,"Nonwoven Fabric Base Series, Single-sided release paper type",无纺布基材系列，单面离型纸型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-205.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-250,Nonwoven Fabric Base Series — Single-sided release paper type TL-250,无纺布基材系列——单面离型纸型 TL-250,Nonwoven fabric base,无纺布基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Single-sided release paper type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；单面离型纸型,Industrial | Automotive | Electronics,"Nonwoven Fabric Base Series, Single-sided release paper type",无纺布基材系列，单面离型纸型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-250.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-13K,Nonwoven Fabric Base Series — Single-sided release paper type TL-13K,无纺布基材系列——单面离型纸型 TL-13K,Nonwoven fabric base,无纺布基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Single-sided release paper type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；单面离型纸型,Industrial | Automotive | Electronics,"Nonwoven Fabric Base Series, Single-sided release paper type",无纺布基材系列，单面离型纸型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-13K.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-202S,Nonwoven Fabric Base Series — Double-sided release paper type TL-202S,无纺布基材系列——双面离型纸型 TL-202S,Nonwoven fabric base,无纺布基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Double-sided release paper type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；双面离型纸型,Industrial | Automotive | Electronics,"Nonwoven Fabric Base Series, Double-sided release paper type",无纺布基材系列，双面离型纸型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-202S.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-250S,Nonwoven Fabric Base Series — Double-sided release paper type TL-250S,无纺布基材系列——双面离型纸型 TL-250S,Nonwoven fabric base,无纺布基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Double-sided release paper type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；双面离型纸型,Industrial | Automotive | Electronics,"Nonwoven Fabric Base Series, Double-sided release paper type",无纺布基材系列，双面离型纸型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-250S.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-701,Film Base Series — Double-sided adhesive type TL-701,薄膜基材系列——双面胶型 TL-701,Film base,薄膜基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Double-sided adhesive type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；双面胶型,Industrial | Automotive | Electronics,"Film Base Series, Double-sided adhesive type",薄膜基材系列，双面胶型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-701.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-70,Film Base Series — Double-sided adhesive type TL-70,薄膜基材系列——双面胶型 TL-70,Film base,薄膜基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Double-sided adhesive type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；双面胶型,Industrial | Automotive | Electronics,"Film Base Series, Double-sided adhesive type",薄膜基材系列，双面胶型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-70.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-71,Film Base Series — Double-sided adhesive type TL-71,薄膜基材系列——双面胶型 TL-71,Film base,薄膜基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Double-sided adhesive type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；双面胶型,Industrial | Automotive | Electronics,"Film Base Series, Double-sided adhesive type",薄膜基材系列，双面胶型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-71.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-75K,Film Base Series — Double-sided adhesive type TL-75K,薄膜基材系列——双面胶型 TL-75K,Film base,薄膜基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Double-sided adhesive type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；双面胶型,Industrial | Automotive | Electronics,"Film Base Series, Double-sided adhesive type",薄膜基材系列，双面胶型,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-75K.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-83,Film Base Series — Differential adhesive type TL-83,薄膜基材系列——差粘型（两面粘度不同） TL-83,Film base,薄膜基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Differential adhesive type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；差粘型（两面粘度不同）,Industrial | Automotive | Electronics,"Film Base Series, Differential adhesive type",薄膜基材系列，差粘型（两面粘度不同）,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-83.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-83S-AR,Film Base Series — Differential adhesive type TL-83S-AR,薄膜基材系列——差粘型（两面粘度不同） TL-83S-AR,Film base,薄膜基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components; Differential adhesive type",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带；差粘型（两面粘度不同）,Industrial | Automotive | Electronics,"Film Base Series, Differential adhesive type",薄膜基材系列，差粘型（两面粘度不同）,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-83S-AR.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-52BM-05,Foam Base Series TL-52BM-05,泡棉基材系列 TL-52BM-05,Foam base,泡棉基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带,Industrial | Automotive | Electronics,Foam Base Series,泡棉基材系列,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-52BM-05.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-52BM-08,Foam Base Series TL-52BM-08,泡棉基材系列 TL-52BM-08,Foam base,泡棉基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带,Industrial | Automotive | Electronics,Foam Base Series,泡棉基材系列,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-52BM-08.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-52BM-12,Foam Base Series TL-52BM-12,泡棉基材系列 TL-52BM-12,Foam base,泡棉基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带,Industrial | Automotive | Electronics,Foam Base Series,泡棉基材系列,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-52BM-12.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-52BU-08,Foam Base Series TL-52BU-08,泡棉基材系列 TL-52BU-08,Foam base,泡棉基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带,Industrial | Automotive | Electronics,Foam Base Series,泡棉基材系列,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-52BU-08.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-52WU-10,Foam Base Series TL-52WU-10,泡棉基材系列 TL-52WU-10,Foam base,泡棉基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带,Industrial | Automotive | Electronics,Foam Base Series,泡棉基材系列,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-52WU-10.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-54-06,Foam Base Series TL-54-06,泡棉基材系列 TL-54-06,Foam base,泡棉基材,,,"Double-sided adhesive tape for attaching and bonding various nameplates, automobile parts, and precision components",用于各类铭板、汽车零部件和精密部件粘贴与接合的双面胶带,Industrial | Automotive | Electronics,Foam Base Series,泡棉基材系列,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-54-06.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-430S-06,TL-400S Series Transparent Double-sided Adhesive Tape TL-430S-06,TL-400S系列透明双面胶带 TL-430S-06,,,,,Transparent double-sided adhesive tape for industrial use,工业用透明双面胶带,Industrial | Electronics,TL-400S Series Transparent Double-sided Adhesive Tape,TL-400S系列透明双面胶带,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-430S-06.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-450S-16,TL-400S Series Transparent Double-sided Adhesive Tape TL-450S-16,TL-400S系列透明双面胶带 TL-450S-16,,,,,Transparent double-sided adhesive tape for industrial use,工业用透明双面胶带,Industrial | Electronics,TL-400S Series Transparent Double-sided Adhesive Tape,TL-400S系列透明双面胶带,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-450S-16.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
LINTEC,TL-4100S-50,TL-400S Series Transparent Double-sided Adhesive Tape TL-4100S-50,TL-400S系列透明双面胶带 TL-4100S-50,,,,,Transparent double-sided adhesive tape for industrial use,工业用透明双面胶带,Industrial | Electronics,TL-400S Series Transparent Double-sided Adhesive Tape,TL-400S系列透明双面胶带,,,,,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/pdf/TL-4100S-50.pdf,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,verified,https://www.lintec-global.com/products/industry/industrial_use_adhesive_tapes/,2026-07-03,
